lns,lnk,s,k,k^0.5,y,Y,K/Ye,ke,vark,Ye/Y
1.0861,-0.9889,2.962696994,0.37198565,0.609906264,1.806967453,,,,,
-1.3572,0.1969,0.257380434,1.217622272,1.10345923,0.284008816,,,,,
-1.9873,-0.344,0.137065002,0.708928928,0.841979173,0.115405877,,,,,
-1.0024,-2.5081,0.366997589,0.081422796,0.285346799,0.104721587,,,,,
0.5515,0.678,1.735854848,1.969933922,1.403543345,2.436347521,,,,,
-0.1915,0.42,0.825719625,1.521961556,1.23367806,1.018672185,,,,,
2.2484,-1.9313,9.472567597,0.144959628,0.380735641,3.606544097,,,,,
-1.9242,-1.711,0.145992504,0.180685017,0.425070603,0.062057122,,,,,
-0.4409,0.3639,0.643457049,1.438930314,1.199554215,0.771861615,,,,,
0.0324,-0.0657,1.032930595,0.936411746,0.967683701,0.999550101,,,,,
-1.5584,-0.5399,0.210472558,0.58280653,0.763417664,0.160678469,,,,,
0.0326,-0.2221,1.033137202,0.800835277,0.894894003,0.924548286,,,,,
-0.4443,-0.9181,0.64127301,0.399276947,0.63188365,0.40520993,,,,,
-0.7446,0.0055,0.474924232,1.005515153,1.002753785,0.476232071,,,,,
-2.1066,1.1178,0.121650877,3.058118936,1.748747819,0.212736706,,,,,
-0.2751,-0.2643,0.75949617,0.767743182,0.876209554,0.6654778,,,,,
0.2442,-1.8952,1.276599625,0.150288274,0.387670317,0.494899781,,,,,
-0.7727,0.3535,0.461764619,1.424042987,1.193332723,0.55103883,,,,,
-0.1392,-1.7501,0.870054,0.173756567,0.416841177,0.362674334,,,,,
-0.221,-0.8276,0.80171668,0.437097061,0.661133165,0.530041486,,,,,
-0.2581,-0.0105,0.772517976,0.989554933,0.994763757,0.768472885,,,,,
0.1185,1.0269,1.125806874,2.792395976,1.671046372,1.881275492,,,,,
-0.0945,-1.644,0.909827735,0.193205672,0.439551671,0.399916302,,,,,
-1.0777,-0.7129,0.340377494,0.490220495,0.700157478,0.238317848,,,,,
-0.0667,-3.0133,0.935475802,0.049129284,0.221651267,0.207349397,,,,,
-0.0986,-2.263,0.906105078,0.104037902,0.32254907,0.29226335,,,,,
-1.3051,-1.4087,0.271145419,0.244460876,0.494429849,0.134062389,,,,,
-0.4262,-1.0621,0.652985732,0.345729017,0.587987259,0.383947291,,,,,
-2.3734,1.6873,0.093163432,5.404867843,2.324837165,0.216589808,,,,,
-0.6952,0.4504,0.498974643,1.568939636,1.252573206,0.625002268,,,,,
1.3308,-0.3641,3.784069433,0.694821709,0.833559661,3.154247635,,,,,
0.3485,1.7361,1.416940543,5.675167055,2.382260913,3.375522071,,,,,
0.3439,-0.7588,1.410437585,0.468227964,0.684271849,0.965122734,,,,,
-1.6212,-2.0496,0.197661363,0.128786408,0.358868232,0.070934384,,,,,
-0.9662,0.3158,0.380526294,1.371355957,1.171049084,0.445614968,,,,,
-0.703,-0.347,0.49509778,0.706805328,0.840717151,0.416237195,,,,,
-0.144,0.0982,0.865887748,1.1031834,1.050325378,0.909463876,,,,,
-1.9277,-2.2033,0.145482424,0.110438111,0.332322299,0.048347053,,,,,
-0.6156,-0.6548,0.540316608,0.519545961,0.720795367,0.389457708,,,,,
-1.0775,-0.1079,0.340445577,0.897717364,0.947479479,0.322565198,,,,,
0.4125,-0.5535,1.510589542,0.574934016,0.758244034,1.145395509,,,,,
-0.0983,-2.6181,0.90637695,0.07294132,0.270076507,0.244791121,,,,,
0.5682,0.7197,1.765087034,2.053816973,1.433114431,2.5295717,,,,,
0.557,0.555,1.745428353,1.741940985,1.319826119,2.303661929,,,,,
0.977,-1.9949,2.656474851,0.136027256,0.368818731,0.979757683,,,,,
0.339,-1.4411,1.403543345,0.236667281,0.486484616,0.682802245,,,,,
0.554,-1.4732,1.740199914,0.2291909,0.478738864,0.83310133,,,,,
-0.9771,-0.3767,0.376401081,0.68612188,0.828324743,0.311782328,,,,,
-1.3891,-0.4889,0.249299573,0.613300654,0.783135144,0.195235257,,,,,
0.1038,-0.7864,1.109378557,0.455481581,0.674893755,0.74871266,,,,,
0.6262,-0.7081,1.870489198,0.492579209,0.701839874,1.312783904,,,,,
-1.6368,-0.7712,0.194601773,0.462457786,0.680042488,0.132337474,,,,,
-0.6653,-0.4353,0.514119269,0.647070517,0.804406935,0.413561105,,,,,
1.5438,0.6741,4.682349435,1.962266141,1.400809102,6.559077709,,,,,
-0.6957,0.2424,0.498725218,1.274303812,1.12885066,0.562986292,,,,,
-0.3363,-2.9622,0.714408751,0.051705041,0.227387425,0.162447566,,,,,
-0.4631,0.8137,0.629329696,2.256240652,1.502078777,0.945302781,,,,,
-0.2219,1.3994,0.80099546,4.052767577,2.013148672,1.612522947,,,,,
-0.963,1.2653,0.381745929,3.544155823,1.882592846,0.718672154,,,,,
1.3029,1.1635,3.679953072,3.201117604,1.789166734,6.584049621,,,,,
-2.0506,-0.5702,0.128657686,0.565412345,0.751939057,0.096742739,,,,,
-0.3576,0.7618,0.69935276,2.142128584,1.463601238,1.023573566,,,,,
0.6977,1.6579,2.009126399,5.24827788,2.290912019,4.602731815,,,,,
0.3433,-0.7647,1.409591576,0.465473552,0.682256222,0.961702623,,,,,
-3.1245,-0.4974,0.043958908,0.608109691,0.779813882,0.034279766,,,,,
-0.9696,-1.4357,0.379234702,0.237948742,0.487799899,0.184990649,,,,,
0.0554,-0.752,1.056963315,0.471422764,0.686602333,0.725713478,,,,,
-1.0198,0.4312,0.360667066,1.53910334,1.240606037,0.44744574,,,,,
0.4088,0.1107,1.505010688,1.117059739,1.056910469,1.590661552,,,,,
1.0172,-1.7491,2.765440679,0.17393041,0.41704965,1.153326067,,,,,
-1.3018,-0.8759,0.272041677,0.416487013,0.64535805,0.175564286,,,,,
-1.6644,-0.5042,0.189304206,0.603988573,0.777167017,0.147120986,,,,,
0.3831,-2.8688,1.466824705,0.056767006,0.238258276,0.349483126,,,,,
0.5835,-0.7418,1.792300518,0.476255883,0.690112949,1.236889796,,,,,
-1.5999,-1.0925,0.201916709,0.335377002,0.579117434,0.116933486,,,,,
-0.5966,2.6038,0.550680771,13.51499757,3.676274959,2.02445393,,,,,
-0.1025,0.6743,0.90257815,1.962658634,1.40094919,1.264466128,,,,,
-0.0125,0.1352,0.9875778,1.144765715,1.069937248,1.056646274,,,,,
-0.7919,-1.6237,0.452983309,0.197167827,0.44403584,0.201140824,,,,,
-0.3457,-0.9515,0.707724773,0.386161347,0.621418818,0.439793491,,,,,
-0.0664,-0.8712,0.935756487,0.418449109,0.646876425,0.605318811,,,,,
-0.9153,1.6033,0.400396489,4.96940443,2.229216102,0.892570301,,,,,
0.1698,2.1898,1.185067814,8.933426251,2.98888378,3.542029968,,,,,
-0.8229,-1.8588,0.439156253,0.15585955,0.394790514,0.173374723,,,,,
0.0521,-1.0807,1.053481085,0.339357892,0.582544326,0.613699429,,,,,
-0.2413,-1.6839,0.785605909,0.185648533,0.430869508,0.338493632,,,,,
-0.0129,-2.1518,0.987182848,0.116274675,0.340990726,0.336620196,,,,,
-1.252,-0.3882,0.28593236,0.678276674,0.823575543,0.235486898,,,,,
-0.133,-1.2762,0.875465092,0.279095852,0.528295232,0.462504034,,,,,
0.4913,-2.7164,1.634439611,0.066112331,0.257123182,0.420252314,,,,,
0.3726,0.7037,1.451503622,2.021217394,1.421695253,2.06359581,,,,,
-0.4512,-2.244,0.636863457,0.106033521,0.325627887,0.207380502,,,,,
-0.7975,1.3432,0.450453692,3.831284019,1.957366603,0.881703013,,,,,
-0.878,-1.8382,0.415613308,0.159103555,0.39887787,0.165778951,,,,,
-0.3209,0.3918,0.725495797,1.479641753,1.216405259,0.882496903,,,,,
1.8245,0.1754,6.199694397,1.19172281,1.091660575,6.767961948,,,,,
1.156,0.4353,3.177199028,1.545426617,1.243151888,3.949740972,,,,,
0.5391,-2.5863,1.714463151,0.075298128,0.274405044,0.470457337,,,,,
0.817,0.0046,2.263698545,1.004610596,1.002302647,2.268911044,,,,,
-0.7351,1.3281,0.479457511,3.773866226,1.942644133,0.93141532,,,,,
-0.2703,0.5363,0.763150515,1.709669368,1.307543257,0.99785231,,,,,
-1.2577,0.5639,0.284307182,1.757513454,1.325712433,0.376909565,,,,,
-0.1392,-0.0621,0.870054,0.939788903,0.969427101,0.843453927,,,,,
-0.0598,-2.2334,0.941952905,0.107163454,0.327358296,0.308356098,,,,,
-1.6726,-1.5154,0.187758259,0.219720279,0.468743298,0.088010425,,,,,
0.4016,0.5778,1.494213528,1.782113465,1.334958226,1.99471264,,,,,
-0.7323,-1.301,0.480801873,0.272259397,0.521784819,0.250875118,,,,,
-0.2553,-0.242,0.774684058,0.785056178,0.88603396,0.686396383,,,,,
-0.5989,-1.1502,0.549415661,0.316573448,0.562648601,0.309127953,,,,,
-0.336,0.1007,0.714623106,1.105944809,1.051639106,0.751525604,,,,,
-2.6232,-1.0039,0.072570266,0.366447505,0.605349077,0.043930344,,,,,
0.1795,-0.2368,1.196618904,0.789149102,0.888340645,1.063005209,,,,,
0.5983,0.9487,1.81902383,2.582350421,1.606969328,2.923115501,,,,,
0.0043,1.4652,1.004309258,4.328408836,2.080482837,2.089448175,,,,,
-0.2465,-0.0022,0.781531362,0.997802418,0.998900605,0.78067215,,,,,
-0.7319,-0.6045,0.480994232,0.546347532,0.739153253,0.355528452,,,,,
-0.5892,-2.408,0.554770924,0.089995105,0.299991841,0.166426751,,,,,
-0.5397,-0.7384,0.582923103,0.477877909,0.691287139,0.402967244,,,,,
-0.6506,-1.9814,0.521732643,0.137876076,0.371316678,0.193728032,,,,,
-1.7449,-1.5951,0.174662454,0.202888239,0.45043117,0.078673414,,,,,
-1.417,-1.4308,0.242440248,0.239117552,0.488996474,0.118552426,,,,,
-1.4099,-0.8218,0.244167699,0.439639591,0.663053234,0.161896182,,,,,
-0.5273,-1.1199,0.59019635,0.326312424,0.571237625,0.337142362,,,,,
-1.2192,0.572,0.295466446,1.771807124,1.331092455,0.393293156,,,,,
-0.271,-1.0728,0.762616496,0.342049437,0.584849927,0.446016202,,,,,
0.865,-0.66,2.375006086,0.516851334,0.718923733,1.707448242,,,,,
-0.8182,-0.8617,0.441225145,0.422443318,0.649956397,0.286777106,,,,,
0.1522,-1.2916,1.164393092,0.274830702,0.52424298,0.610424904,,,,,
-1.5915,-2.4141,0.203619953,0.089447806,0.29907826,0.060898301,,,,,
-0.8248,-1.6916,0.438322648,0.184224529,0.42921385,0.188134151,,,,,
-0.9528,-0.1419,0.385659663,0.867708023,0.931508466,0.359245241,,,,,
-0.0238,-1.2679,0.976480986,0.281421988,0.530492213,0.518015559,,,,,
-0.3368,1.0618,0.714051636,2.891571136,1.700462036,1.214217699,,,,,
-0.4059,-1.2595,0.666376802,0.283795889,0.532724966,0.354995559,,,,,
-1.4322,-1.1139,0.238783021,0.328276184,0.572953911,0.136811666,,,,,
0.061,0.0751,1.062898914,1.077991945,1.038263909,1.103569581,,,,,
-1.4173,-0.5067,0.242367527,0.602480488,0.776196166,0.188124745,,,,,
-1.8378,-1.6526,0.159167209,0.191551227,0.437665657,0.069662021,,,,,
-0.3585,-0.7706,0.698723626,0.462735344,0.680246532,0.475304323,,,,,
-0.3678,-1.9458,0.692255619,0.142872879,0.37798529,0.261662441,,,,,
-0.0092,-0.3822,0.990842191,0.682358568,0.826049979,0.818485171,,,,,
1.0953,-0.0888,2.990079573,0.915028561,0.956571252,2.860224162,,,,,
0.3122,-0.2391,1.366427951,0.787336145,0.887319641,1.212458359,,,,,
-0.8338,-0.612,0.434395443,0.542265253,0.736386619,0.319882992,,,,,
-1.0151,-0.0019,0.362366191,0.998101804,0.999050451,0.362022107,,,,,
-0.0275,0.6361,0.972874683,1.889099008,1.374444982,1.337162725,,,,,
-0.4954,1.3989,0.609327128,4.050741699,2.012645448,1.22635947,,,,,
0.4303,-0.7769,1.53771877,0.459829275,0.678107126,1.042738056,,,,,
0.1705,0.1624,1.185897652,1.176330679,1.084587792,1.286210116,,,,,
-0.1283,-1.4782,0.879589463,0.228047805,0.477543511,0.420042241,,,,,
-1.5739,-1.0487,0.207235386,0.350392964,0.59194,0.122670915,,,,,
-0.6151,-0.1723,0.540586834,0.841726617,0.917456602,0.49596496,,,,,
0.5219,-0.722,1.68522654,0.485779724,0.696978998,1.174567506,,,,,
0.2055,-2.2424,1.228138981,0.10620331,0.325888494,0.400236363,,,,,
1.0765,-1.3669,2.934391188,0.254895913,0.504872175,1.481492462,,,,,
0.783,-2.3023,2.188026509,0.100028513,0.316272846,0.692013372,,,,,
-3.0141,-0.7943,0.049089997,0.451897452,0.672233183,0.032999925,,,,,
-0.1695,-0.6989,0.844086754,0.497131848,0.705075775,0.595145122,,,,,
-0.9313,1.8208,0.394041124,6.176797912,2.485316461,0.979316891,,,,,
0.2839,-0.7245,1.328300094,0.484566792,0.696108319,0.924640746,,,,,
-0.2068,1.4462,0.81318227,4.246945421,2.060811835,1.675815647,,,,,
0.057,0.0136,1.05865581,1.013692901,1.006823172,1.065879202,,,,,
0.4089,-2.2372,1.505161197,0.106757006,0.326736906,0.491791713,,,,,
-0.4806,-2.1024,0.618412233,0.122162885,0.349518076,0.216146254,,,,,
0.519,1.2553,1.680346463,3.508890884,1.873203375,3.147630665,,,,,
-0.7587,-0.1698,0.468274789,0.843833566,0.91860414,0.43015916,,,,,
-0.6613,-1.5918,0.516179864,0.203558876,0.451174995,0.232887448,,,,,
-0.4691,-2.1211,0.625565024,0.119899666,0.346265312,0.216611468,,,,,
0.0213,-0.8329,1.021528464,0.434786575,0.659383481,0.673578995,,,,,
0.0838,0.7499,1.08741139,2.116788327,1.454918667,1.58209513,,,,,
0.8416,-0.2336,2.32007613,0.791678424,0.889763128,2.064318195,,,,,
-2.9159,-1.345,0.054155269,0.260539708,0.510430904,0.027642523,,,,,
0.4592,0.4757,1.582807233,1.609140201,1.268518901,2.007820891,,,,,
0.5516,-1.0876,1.736028442,0.337024382,0.580538011,1.007830499,,,,,
-1.5714,-2.337,0.207754123,0.096617055,0.310832841,0.064576804,,,,,
-1.2904,0.1352,0.275160697,1.144765715,1.069937248,0.294404679,,,,,
0.3981,-0.6071,1.488992922,0.544928874,0.738192979,1.09916412,,,,,
-0.8455,-0.8568,0.429342633,0.42451837,0.651550742,0.279738511,,,,,
0.2121,0.1823,1.236271506,1.199974132,1.095433308,1.354252985,,,,,
-1.7834,-1.8237,0.168065751,0.161427363,0.401780243,0.067525498,,,,,
-0.6715,0.7504,0.51094159,2.117846986,1.455282442,0.743564325,,,,,
-0.6738,0.2204,0.509767775,1.246575261,1.116501348,0.569156408,,,,,
-0.3813,-0.5718,0.682972967,0.564508409,0.751337746,0.51314337,,,,,
-0.6601,-2.0629,0.516799652,0.127084889,0.356489676,0.18423374,,,,,
-1.068,-1.5006,0.343695221,0.222996322,0.472224864,0.162301429,,,,,
-0.5727,-1.1843,0.56400058,0.305960277,0.553136761,0.311969454,,,,,
0.0001,0.7529,1.000100005,2.123148227,1.457102682,1.4572484,,,,,
-0.5729,-1.8812,0.563887791,0.152407107,0.390393529,0.220138145,,,,,
0.747,-1.1358,2.110658534,0.321165086,0.56671429,1.196140352,,,,,
-0.6482,-1.6097,0.522986305,0.199947589,0.447154995,0.233855939,,,,,
-1.9909,-2.5197,0.136572455,0.080483748,0.283696578,0.038745138,,,,,
-1.2523,-0.8879,0.285846593,0.411519036,0.641497495,0.183369873,,,,,
0.1272,-0.985,1.135644124,0.373439227,0.611096741,0.693988423,,,,,
-1.5395,-0.4297,0.214488319,0.650704277,0.80666243,0.173019669,,,,,
-0.527,1,0.590373436,2.718281828,1.648721271,0.973361242,,,,,
0.1578,-0.9722,1.170931985,0.378249972,0.615020302,0.720146943,,,,,
-0.0944,-3.8031,0.909918722,0.02230153,0.149336967,0.135884503,,,,,
-0.8719,-1.52,0.418156297,0.218711887,0.467666427,0.195557661,,,,,
1.9461,-1.5945,7.001329083,0.203010008,0.450566319,3.154563075,,,,,
-0.5639,-0.584,0.568985687,0.557663246,0.746768536,0.424900608,,,,,
0.0191,-3.0508,1.019283572,0.047321052,0.217534026,0.221728859,,,,,
-0.0611,0.6198,0.940729162,1.858556293,1.363288778,1.28248551,,,,,
-0.0207,1.5026,0.979512774,4.493356623,2.119753906,2.07632603,,,,,
-0.6894,-0.3334,0.501877105,0.716483543,0.846453509,0.424815637,,,,,
0.4016,-0.6954,1.494213528,0.498874858,0.706310738,1.055379059,,,,,
-0.9576,-2.117,0.383812933,0.120392264,0.346975884,0.133173832,,,,,
0.1333,-1.6063,1.142592725,0.200628568,0.447915805,0.51178534,,,,,
-0.3393,-1.0342,0.712268736,0.355510676,0.59624716,0.424688211,,,,,
-0.5268,-1.9786,0.590491522,0.13826267,0.371836886,0.219566529,,,,,
-0.4151,0.3244,0.66027425,1.383200477,1.176095437,0.776545532,,,,,
-0.9649,-3.1392,0.3810213,0.043317438,0.208128417,0.07930136,,,,,
0.957,-2.9515,2.603873125,0.052261255,0.228607207,0.595264163,,,,,
0.1146,0.188,1.121424778,1.206833515,1.098559746,1.231952119,,,,,
-0.7041,-1.2437,0.494553472,0.288315475,0.53695016,0.265550566,,,,,
0.1736,-2.0561,1.189579639,0.127952011,0.357703803,0.425517161,,,,,
0.0746,-0.533,1.077453083,0.586841801,0.766056004,0.825389403,,,,,
-0.3631,0.3787,0.695516878,1.460384855,1.208463841,0.840506998,,,,,
-1.0286,-0.3204,0.35750712,0.725858636,0.851973377,0.304586549,,,,,
1.5926,0.3621,4.916515265,1.436342569,1.198475102,5.892321131,,,,,
-2.2269,1.6135,0.107862285,5.020351745,2.240614145,0.241677763,,,,,
0.5056,-0.6449,1.65798001,0.524715011,0.72437215,1.200994544,,,,,
0.3447,1.9721,1.411566386,7.185750731,2.680625064,3.783880234,,,,,
-0.0019,0.0645,0.998101804,1.066625578,1.032775667,1.030815256,,,,,
1.3173,-3.1327,3.733327772,0.043599918,0.208805935,0.779540995,,,,,
-0.522,-0.6104,0.593332695,0.543133572,0.736975964,0.437271935,,,,,
0.271,-0.0583,1.31127507,0.943366895,0.971270763,1.273603138,,,,,
1.6088,-2.1087,4.996811455,0.121395678,0.348418826,1.740983181,,,,,
-1.1577,-1.7626,0.314208029,0.171598128,0.414244044,0.130158805,,,,,
-1.4577,-0.9462,0.232771033,0.388213435,0.623067761,0.145032126,,,,,
0.3195,-0.1402,1.376439373,0.869184381,0.932300585,1.283255233,,,,,
-2.0495,-1.8433,0.128799287,0.158294192,0.397862027,0.051244345,,,,,
-0.0234,0.1338,0.976871657,1.143164164,1.069188554,1.044459994,,,,,
0.3865,-3.3101,1.471820397,0.036512522,0.191082501,0.281239123,,,,,
-1.0116,-1.0997,0.363636695,0.33297096,0.577036359,0.209831595,,,,,
-0.1351,0.6494,0.873628544,1.914391849,1.383615499,1.208765995,,,,,
-1.1742,-2.8133,0.309066134,0.060006643,0.244962535,0.075709623,,,,,
-1.4761,-1.1728,0.228527209,0.309499129,0.556326459,0.127135733,,,,,
0.3413,-0.4492,1.40677521,0.638138458,0.798835689,1.123782244,,,,,
-1.1176,-0.4497,0.327063807,0.637819469,0.798636005,0.261204932,,,,,
-0.7898,-1.6004,0.453935573,0.201815776,0.449239107,0.203925612,,,,,
-0.0796,-0.4758,0.923485667,0.621387747,0.788281515,0.727966681,,,,,
0.202,0.9078,1.223848008,2.478863031,1.574440546,1.926875926,,,,,
0.6719,-0.7998,1.957953901,0.449418839,0.670387081,1.312587001,,,,,
-0.4031,0.1314,0.668245271,1.14042386,1.067906297,0.713623333,,,,,
-0.2023,0.0699,0.816849836,1.072400936,1.035567929,0.845903493,,,,,
-1.003,-0.399,0.366777457,0.670990701,0.819140221,0.300442167,,,,,
1.3173,-0.8098,3.733327772,0.444947047,0.667043512,2.490292068,,,,,
0.3585,0.3961,1.431181032,1.486017912,1.219023343,1.744643087,,,,,
-1.1269,-0.8269,0.324036213,0.437403136,0.661364602,0.214306081,,,,,
-1.2367,-1.756,0.290340763,0.172734421,0.415613308,0.120669485,,,,,
1.0302,1.15,2.801626104,3.15819291,1.777130527,4.978855274,,,,,
-0.39,0.3409,0.677056874,1.406212613,1.185838359,0.802880013,,,,,
-0.8906,-0.1717,0.410409433,0.842231805,0.917731881,0.376645821,,,,,
0.2302,-0.6887,1.258851755,0.502228542,0.708680846,0.892124127,,,,,
0.3582,-1.3905,1.430751742,0.248950798,0.498949695,0.713873145,,,,,
0.6376,-3.6752,1.891934783,0.025344336,0.159199046,0.301194212,,,,,
-1.7975,-0.8916,0.165712652,0.409999229,0.640311822,0.10610777,,,,,
0.7777,0.9235,2.176460645,2.518088294,1.586848541,3.4537134,,,,,
0.8439,-1.5002,2.325418447,0.223085539,0.472319318,1.098340056,,,,,
0.9113,-0.1327,2.487554253,0.875727771,0.935803276,2.327861419,,,,,
-2.2864,1.3102,0.101631678,3.706915021,1.925335041,0.195675031,,,,,
0.253,0.0347,1.287883277,1.035309069,1.017501385,1.310423019,,,,,
0.2422,0.4904,1.274048977,1.632969277,1.277876863,1.62807771,,,,,
0.0932,-0.7055,1.09768125,0.493861582,0.70275286,0.771398637,,,,,
0.4202,-0.7297,1.522265978,0.482053584,0.694300788,1.056910469,,,,,
-1.0195,-1.269,0.360775283,0.281112594,0.530200522,0.191283243,,,,,
0.0083,-0.9331,1.00833454,0.393332488,0.62716225,0.632389359,,,,,
-0.5616,0.0589,0.57029586,1.060669169,1.02988794,0.587340828,,,,,
-0.718,-1.9622,0.487726735,0.140548873,0.374898484,0.182848013,,,,,
0.1922,-0.6329,1.211912875,0.531049522,0.728731447,0.883159024,,,,,
-1.4039,-1.2789,0.245637109,0.27834331,0.527582515,0.129593844,,,,,
-0.6648,-0.452,0.514376393,0.63635417,0.797718102,0.41032736,,,,,
-0.36,-1.5499,0.697676326,0.2122692,0.460726817,0.321438193,,,,,
-0.6919,-0.872,0.500623979,0.418114483,0.646617726,0.323712339,,,,,
-2.0264,-3.257,0.131809181,0.038503736,0.196223689,0.025864084,,,,,
1.1911,-2.7602,3.290698986,0.063279111,0.251553396,0.827786507,,,,,
0.4429,-1.8761,1.557216605,0.153186369,0.391390303,0.609479479,,,,,
-0.903,1.073,0.405351778,2.924138771,1.710011336,0.693156136,,,,,
-0.7467,-0.5338,0.473927937,0.586372515,0.765749643,0.362910149,,,,,
-0.2094,-0.59,0.811070742,0.554327285,0.744531587,0.603867787,,,,,
1.1487,-1.2252,3.154089926,0.293698955,0.541939992,1.709327469,,,,,
1.0573,-1.2621,2.878588299,0.283058978,0.532032873,1.531503603,,,,,
-1.5672,0.048,0.208628525,1.049170655,1.024290318,0.213696178,,,,,
0.5703,-1.2184,1.768797611,0.295702913,0.543785724,0.961846889,,,,,
-1.2248,-1.3041,0.293816458,0.2714167,0.520976679,0.153071522,,,,,
-2.2353,1.497,0.106960037,4.468264151,2.113826897,0.226095003,,,,,
-0.9521,0.0174,0.385929719,1.017552262,1.008737955,0.389301956,,,,,
-1.3411,-1.2694,0.261557797,0.281000171,0.530094493,0.138650348,,,,,
-0.3515,0.5806,0.70363185,1.787110375,1.336828476,0.940635094,,,,,
-0.8497,-0.7164,0.427543176,0.488507722,0.698933274,0.298824152,,,,,
1.2215,-2.6839,3.392272328,0.068296279,0.261335567,0.886521412,,,,,
-0.7956,-0.5663,0.451310367,0.567621759,0.753406768,0.340020285,,,,,
-0.1874,-1.7404,0.829112025,0.175450206,0.418867767,0.347288303,,,,,
-0.9822,-2.4169,0.374486322,0.089197702,0.298659844,0.111844026,,,,,
-0.1224,0.2372,0.88479438,1.267694631,1.12591946,0.996207211,,,,,
-0.6674,-0.6417,0.513040751,0.526396788,0.725532073,0.37222752,,,,,
-0.9972,-0.8416,0.368910947,0.431020339,0.656521393,0.242197929,,,,,
-1.1284,0.3398,0.323550523,1.404666629,1.185186327,0.383467656,,,,,
-1.8026,-0.8785,0.164869669,0.415405553,0.64451963,0.106261738,,,,,
-0.3193,-0.7334,0.726657519,0.480273282,0.693017519,0.503586391,,,,,
-1.3325,-0.9407,0.263816894,0.390354492,0.624783556,0.164828457,,,,,
-1.3428,-0.8869,0.261113526,0.411930761,0.641818324,0.167587446,,,,,
-1.0512,-1.9304,0.349518076,0.145090151,0.380907011,0.133133885,,,,,
0.7049,-1.2085,2.02364431,0.298644911,0.546484136,1.105889513,,,,,
-1.3623,-1.7312,0.256071136,0.177071796,0.420798997,0.107754477,,,,,
-0.1151,-1.3237,0.891277012,0.266148728,0.515896043,0.459806284,,,,,
-1.2886,-2.7877,0.275656432,0.061562645,0.248118208,0.06839538,,,,,
-1.0103,0.0946,0.36410973,1.09921908,1.048436493,0.381745929,,,,,
-1.7902,-0.9985,0.166926781,0.368431674,0.606985728,0.101322174,,,,,
-0.5539,-1.19,0.574704088,0.304221264,0.551562566,0.316985261,,,,,
-1.8531,-0.3216,0.156750486,0.724988128,0.851462347,0.133467136,,,,,
-1.6262,1.4379,0.196675523,4.211841656,2.052277188,0.403632689,,,,,
0.002,0.5554,1.002002001,1.742637901,1.320090111,1.322732933,,,,,
0.1389,-2.3798,1.149009193,0.092569089,0.304251688,0.349587986,,,,,
-0.3809,1.768,0.683246211,5.859123389,2.420562618,1.653840237,,,,,
-0.1215,1.7246,0.885591053,5.61027647,2.368602219,2.097612934,,,,,
2.9865,-2.2411,19.81620426,0.106341464,0.32610039,6.462071939,,,,,
-1.6108,-1.74,0.199727768,0.175520401,0.418951549,0.083676258,,,,,
-0.3787,-1.2155,0.684751007,0.296561696,0.544574785,0.372898132,,,,,
-0.5603,-0.7071,0.571037727,0.493072035,0.702190882,0.400977485,,,,,
-1.7108,-2.4388,0.180721158,0.087265507,0.295407358,0.05338636,,,,,
-0.0249,-0.4814,0.975407448,0.617917701,0.786077414,0.766745764,,,,,
1.2832,1.0151,3.608167407,2.759639348,1.661216225,5.993946241,,,,,
-0.0215,-1.9677,0.978729477,0.139777976,0.373868929,0.365916542,,,,,
-0.279,-0.3886,0.756539903,0.678005418,0.823410844,0.62294316,,,,,
-0.8409,0.126,0.431322159,1.134282168,1.065026839,0.459369675,,,,,
-0.5543,-0.0823,0.574474252,0.920995619,0.959685166,0.551314419,,,,,
-1.611,-0.8227,0.199687826,0.439244093,0.662754927,0.132344091,,,,,
0.0714,0.4493,1.074010744,1.567214751,1.25188448,1.344537382,,,,,
0.4795,-0.6169,1.615266567,0.539614653,0.734584681,1.186550075,,,,,
0.0228,-2.3725,1.023061907,0.093247316,0.305364236,0.312406517,,,,,
0.1246,0.6121,1.132695284,1.844300366,1.358050207,1.538257066,,,,,
-0.2665,-1.3262,0.766056004,0.265484187,0.515251576,0.394711563,,,,,
-2.5914,-0.1945,0.074915086,0.823246178,0.907329145,0.067972641,,,,,
-0.286,1.1504,0.751262616,3.15945644,1.777485989,1.335358774,,,,,
-1.3509,-2.4243,0.259007049,0.088540075,0.297556844,0.07706932,,,,,
-0.5005,1.6529,0.60622747,5.222101985,2.285191892,1.3853461,,,,,
0.1406,-0.9024,1.15096417,0.405595063,0.636863457,0.73300702,,,,,
-1.0179,-1.0311,0.361352985,0.356614469,0.59717206,0.215789906,,,,,
-0.9879,0.5102,0.372357822,1.665624286,1.290590673,0.480561532,,,,,
-0.7821,-0.73,0.457444369,0.48190899,0.694196651,0.317556349,,,,,
-0.6144,-1.3139,0.540965377,0.268769807,0.518430138,0.280452755,,,,,
-0.2089,-0.0325,0.811476379,0.96802245,0.983881319,0.79839645,,,,,
1.6889,-0.2667,5.413522554,0.765902808,0.875158733,4.737691539,,,,,
-0.1656,-2.418,0.84738512,0.089099639,0.298495626,0.252940752,,,,,
-0.6991,-0.7526,0.497032432,0.471139995,0.686396383,0.341161263,,,,,
-0.4609,-0.0152,0.630715746,0.984914937,0.992428807,0.625940475,,,,,
